s0019	b0694	s0060	b0499	s0170	b0339	s0050	s0103	s1551	b0241	s0200	s0033	s0047	s0040	b0671	s0154	b0370	s0080	b0668	s0100	s0035	b0679	s0037	b0627	s0106	b0421	b0334	b0165	s0168	s0181	b0551	s0059	b0428	s0205	s0107	s0077	b0341	b0374	s0046	s0176	s0190	b0542	s0177	b0326	b0354	b0502	b0252	b0243	s0025	b0404	s0086	b0566	s0026	b0521	s0146	b0434	s0104	b0772	b0626	b0565	s0162	s0350	b0629	b0251	s0006	s0067	b0556	b0336	s0132	s0141	s0183	s0001	b0383	b0427	s0109	s0204	s0055	b0340	s0018	s0088	b0318	b0512	b0664	s0116	b0672	b0519	b0574	s0042	s0004	b0504	s0138	s0071	b0515	s1511	b0494	s0229	s1616	s0175	b0387	s0087	b0344	b0394	b0338	b0382	s0084	b0433	b0305	b0554	s0201	b0359	s0195	b0244	s0210	b0327	s0013	s0101	b0667	s0136
DSP	-0.721851236950435	-0.0120196639537308	-1.71806952090504	-0.101755710168187	-2.38547789186785	0.0665109523412727	0.711980758445254	-0.479036053076025	-0.0133161599774693	0.780324620268029	1.13899098454934	0.449625527355932	-1.8348004664709	0.393876198335187	1.73778693379874	0.949887778801227	0.768193121760193	0.0602136859402581	1.14047269429075	1.12787816148873	0.620763002489384	0.67706797266316	1.09453969230688	1.15612325343445	0.255521551230545	1.25123049746154	0.129576223210255	0.332107423489941	0.703090499996764	0.0971638226167983	0.667159038767446	-0.0686024547040222	0.632246252985351	0.267097408585351	0.242927018428516	0.244501335028769	-0.338644055076937	0.419898725668791	-0.667954045106459	-0.545620384580868	-0.966518558001615	-0.461903784190912	-2.19795826340588	0.0497491108915132	-0.674992166378181	-0.879190290116958	-2.78536356901815	-0.813809847777014	-0.379483679824693	-0.686290203156472	0.518710244049415	0.414342314138484	0.606408939369425	-0.592294241435446	0.397302652112209	-0.536452305555862	0.264504416537874	0.00622388723744372	-1.26996345235756	-0.582940948692763	0.0198370954866951	-4.49078369932936	-5.0020291242329	-0.77704492481815	-0.182786711651829	-0.622298863699104	-0.892710891507372	-0.118980585912139	0.185881193384032	0.49333596472768	0.89543494580422	0.864596861811018	0.493613785304195	0.181621277877463	0.0993863872289224	0.999988089432828	-1.54798776396235	0.301547160073254	1.51071491592687	0.114666518937265	0.907473837453218	0.432678472188496	1.07101755016192	-0.188065302605621	-0.207975777255887	0.374891792273305	-1.03958536962515	-0.230849671388983	-0.231312705683176	-0.168988289684901	-0.185472310558144	-0.619150230498596	0.0236339766990708	0.565939742057022	0.154117040802444	0.406655944854892	-0.576180647997557	-0.62248407741678	0.344146315138939	0.442309585507694	0.230610306203002	-0.000258592881248984	0.448329031332194	0.335256056690449	0.87163498308274	0.516209858860776	0.629838474655552	0.521395842955728	-0.18149021562809	0.400636499030392	0.281358864846471	0.48138967993752	1.21252083046707	0.1460602440835	0.352110504999047	0.980540649076754	-0.134353324479322	1.06972105413818
TPM1	-0.428957652189842	0.38139332369474	-1.79498699836752	-0.149628724276007	-0.342319394558393	-1.92616208759839	-0.608322681371217	-0.122778809705016	0.105294330824184	0.406740541213511	1.12211933615979	0.764727887240108	0.0352461940968421	-0.499135331766512	1.27420264127241	0.364129579974119	0.748699118683094	1.67820360738078	1.04785673873427	0.316535537130528	-1.06883887454699	0.230277271857111	-0.632780371324594	1.00482260418707	1.08377465275831	0.480459058671849	0.698436493143317	-0.543715344315708	-0.81617850121509	-0.117243011943678	0.249501430697583	-0.447076378716036	0.014700698193212	0.286075695158227	0.42908236462784	0.401930183408415	0.54960903164384	1.31997444803544	-1.16091793185027	-0.350454685496274	0.0744113155440739	0.917243001850494	-0.696377274155334	-0.724565798169394	0.89437437084889	-0.544293969042712	-2.10085493801395	-1.51516580762623	-1.87793760288806	2.38585301231708	0.944170642131081	1.85092740648654	0.859648251038679	1.69582143488957	1.57836925149766	-0.260370588072665	-0.540226323573772	0.585984663735512	0.264338405040767	0.720432868959436	-0.811005423431871	-0.849255108743842	-0.262495090801666	-0.973184434602225	-0.97379760408905	-1.06710300036598	-1.01208183416084	0.586546016082606	-1.23712367201574	-0.483952909825115	0.768899166988512	0.357194719440023	-0.581697307739065	1.30408385851771	-0.657307150797611	-0.371095179489412	-0.421470075498607	-0.714711905430411	-0.213260171866569	-0.0330228874997083	0.646455265802438	0.665705333212775	0.559998368160051	1.17220923790046	0.900272888588353	0.956554938526965	-2.14011505755069	-1.23000745149258	0.551534902003869	-0.971794008019423	-1.57602503824115	-0.303275179770536	-1.22340940236674	0.0909237107385838	-1.7962651544809	-1.23985270804161	-2.4095210032059	0.183270489930478	-0.134031765216757	1.57741927060257	0.962358458176918	0.436526760369299	0.731970818739701	-0.139990736285906	-0.156814034318806	0.860399599564788	1.08083834817351	1.78727868651607	-0.808500928344838	1.09802436618454	-0.138237589724983	-1.63570111083219	-2.11924138642876	0.0989726397769128	0.489976140002576	-0.359462231619639	1.47076232465477	1.21055392130194
PDLIM5	0.489486122260229	0.884794615714472	-0.0797528685979978	-0.360058955059269	1.31482558352808	1.92609458107514	0.510117503548937	-1.28571090557711	-0.44570023983729	-0.219232234072267	-0.989002637075428	1.70967560184257	0.0499300995024499	0.840865212018108	1.81250502604343	0.164249472103552	1.2211656621222	1.23959823406721	1.43430981892798	0.618691901949918	-1.0942460732366	-0.201538836332155	-0.449470963945839	1.61910337015337	1.38443895168589	-1.75374852681236	0.230485094844032	-0.611031989212103	-0.554340134686807	0.487146963383959	1.24624144527582	-0.520338121261336	0.344055936604727	0.120338781678198	0.295261082445721	-0.125460033040327	-0.674816173450253	1.59664744494117	-1.28557991268004	-0.939693167963641	-0.410528646973684	-0.786871240259124	-2.11730059936235	-1.08220408334156	-0.654203505432555	-1.6748533762335	-1.36200491148555	-1.77752373763078	-1.60992768246373	0.563478395834423	0.600577455612077	0.980887262351673	-0.336929352090704	1.19047589766553	0.0494529110916905	0.571674808536876	-0.395398967361966	0.227734244005538	-1.0541154635553	1.40071949746474	1.35356205451912	-1.16691906120458	0.319840963917573	-1.72992653281642	-1.13103636404258	-0.94112473319592	-1.00265396827734	-0.111818058473916	-0.177024451308839	-1.13513457039381	-1.89726995882482	-0.668893423175536	-1.69092807603123	0.0259209727964072	-0.377340660837156	0.429790787737801	0.160226118836365	-1.33081924534711	0.684281916840548	0.686050320951008	0.705081717568347	0.971062795071335	0.353244152670719	-0.248565286380701	1.00053619691235	0.979670899736011	-1.96516170604971	-0.688607854184745	0.209161322527949	-0.029404812945147	-0.499004992309747	0.601531832433596	-0.130400336587012	0.539104360343683	-0.910491108552278	-0.020497295944308	0.420827130923932	-1.31388373508291	-0.753617757674061	-2.28983695807608	-0.0849177313968041	0.648838981547293	1.29311818915628	0.533864644460837	-0.0173066832370759	0.493472048985395	1.23576201351013	1.16568081357706	-0.592664913715627	-0.0250820473417995	0.269661327703814	-0.5778907862531	0.539609618660957	1.48361928803977	0.329946130263063	0.370825270784769	1.52057799828485	1.90990760165134
CDC42EP3	-1.31069202178789	-0.810942313177146	-1.31786541812218	0.0546227325902468	-1.38081847533055	-1.15963256038029	-0.934023670488152	-1.32443483678584	-0.641150252015737	-0.306518746592117	-0.815188740799909	1.51055272149178	1.04300896067206	2.60571290977749	2.42261475593381	-1.33368034112862	0.377667158701861	0.289932433069178	0.710914161465106	-0.204362892577531	-0.725586330370343	0.0522625736926925	0.476515073474207	0.157271060705503	-0.0816903816897219	-0.196678438214236	-0.402179517656348	-0.386457514291542	-0.268867707801221	-0.24546125007312	0.969258641105595	-0.741178246236859	-0.218412342392889	0.315726925587323	0.193732728083458	0.106694899763044	0.378642814939039	1.1398683951134	-0.655738635752584	-0.10485524834957	-0.551436338016208	-1.14191278472031	-1.55549810964201	-0.661137266931634	-0.818329424687205	-0.91529107073434	-0.579228602829526	-1.12184214212694	-0.208144721992114	-1.60541454112886	-1.42005843999342	0.216414412606798	-0.625130905797695	1.56178861188985	-0.386262383044106	-0.321636772286289	-0.481439971971831	0.43904058200242	-0.488353193309547	3.66351011016138	1.83710951005723	-1.39254493410501	-0.703174112807747	-1.97416613896121	-1.52971290908803	-1.32459280017663	-1.23289969781025	0.337869676189175	0.210616226968713	-0.64430951983136	0.977593532960341	-0.874750231088567	0.0524484129759649	1.22776108413686	-0.196362511432674	-1.33277902060476	-0.837805381574105	-0.511685315324339	1.65941927935676	-1.33156177329932	-0.278484890710544	-0.187600189226402	0.914463928432863	0.596232739757991	1.1713402777355	0.794718386256587	0.14646450638324	0.257875156704768	1.11390664724031	-0.235881235020451	0.698230630381796	0.882834082419978	-0.507262340382467	-0.0533220150982604	0.117083315697946	-0.024247459230365	-0.844523471664385	0.924880220260255	0.618970176066313	-0.917837068915166	-0.473644014038573	0.127694738772774	0.805143970048143	0.455468774643659	1.08984975202076	0.674173735162243	1.11633184988701	1.3441986870709	-0.646827642119694	0.790388330956352	-0.399168921267343	0.177694797937089	1.27611646564422	1.44424526522035	1.82698126911891	0.776747727564191	0.0828238438267633	1.68924648432191
SORBS2	-1.03973232503672	-0.91001516765974	-0.89514779547793	-1.10247981666452	-0.0168890345750779	-1.43148359257156	-1.27056889034795	0.242192878244348	1.44206827261507	0.584361858498437	-0.259095549095115	1.20514113802006	0.877866126320202	0.674862664744688	1.40997310019933	-0.2035955689513	0.765675978366855	0.614528793913853	-0.106951000676429	0.135833984943706	-0.867640497304339	0.297998716670974	-0.511275703272002	-0.484060965195012	-1.12857085800683	0.481433897239749	0.507372009440663	0.259054978357529	1.21331952253868	1.66043113926214	1.94069041361961	-1.22159167053972	-0.73299636193687	-0.180729337764697	0.212571168463506	0.175176668843425	1.77486203159172	0.364709067789088	-1.13319197771451	0.251594695894205	0.0536511941712662	-1.38342394761176	-0.190842608376742	-0.539048965169776	-0.966911457355514	-0.156825848053781	-0.457770451059557	-0.624336882422048	0.360420402736643	0.792378736274793	1.80139191307894	-0.149219285542157	1.19832581758788	1.4320613874927	0.821973849683219	0.0324538853539087	-0.0363309828128297	0.53532479685226	-0.319868260070852	0.745748646332469	0.773634942813021	-1.26798239313028	2.03244789846262	-1.39392951471697	-1.65059115764634	-1.40650294977771	-0.832014656450072	-1.47506839787199	0.081171790531066	-0.378905557746296	-1.51101339519528	-1.64148190009308	-0.0512980913912088	-1.12011321157783	0.634323144086147	1.95079703513855	-1.19136489328636	-0.908219912521507	-0.848644038304593	-0.0773824836404223	-0.904197211193244	-0.441333892905069	0.0875150253528225	-0.777758056716811	-1.06793777798629	0.118679324733924	-1.19864565023586	-0.547067771453883	-0.940122261237216	0.254766313305083	-0.153860352529144	1.04319582636524	-1.22452392059883	-1.02253777026832	-0.522153619591073	-1.11334443479738	0.384729487126937	-0.628200005515801	-1.74590590730029	-0.335340699725177	-0.352442167190122	0.795244495402862	1.08333640143751	-0.510304935678736	2.02925633377243	1.08948681255923	1.22010159750534	0.863184928745319	-0.756653835202918	-1.03799691173643	1.57379345610964	1.25701736242189	-0.0133716643227626	1.4466229013917	1.67745281760983	0.853783111095463	1.32681954183362	1.92599591785851
KRT19	-0.0919363096127899	0.801819282283785	0.185357894244497	1.08075613163642	0.821609249442006	0.91844711245338	1.32723117715244	0.16603725437066	-0.161553190129852	0.130055495901167	-0.0789515880781479	0.769357478447177	-0.471465640251875	0.212265991882552	0.60438893798596	0.59946100149992	0.24949928977707	-0.116028443544538	0.947623625299295	0.748394193077994	0.3671439957295	0.405003063336531	0.155399169257941	-0.274348180810306	0.509663047754317	0.12536222305732	0.294398266649873	-0.00917826513295761	0.0711549217108886	0.271870556999408	0.759736269117291	0.188173857950805	-0.344277946183625	0.552841157917708	-0.138477931980938	0.198968385491653	-0.442054463763769	0.721798980296196	-0.0210678896707017	0.523664645071793	0.826146079857725	0.611585289679858	0.613227935175204	0.427843657843253	-0.172425938884764	-0.264335865410099	-1.49535786598692	-0.439786048555909	-0.503145231947842	-0.0743365364483648	-0.439003836415267	0.445756315863935	0.150705896414094	0.180508178972522	-3.94128829704335	-0.0432044932508474	0.230256871117298	-0.0300633292880762	-0.499468834886829	-0.217559579399759	-0.41929209047111	0.864239811106948	1.47898033243683	-0.603894155662422	-0.303290030014029	0.291816966585756	-0.126353643801001	0.96803936217003	0.644203535944593	0.902881090854621	-0.317604512187762	-1.13173090816707	0.963658974182438	0.536649366606436	0.265065311375829	1.51973358496423	0.951534686002501	0.279614457191755	0.912580521398572	0.199046606705717	0.57685507063539	0.0100641535268156	0.434961788323086	0.650852339140044	0.890522139032492	0.200767473415128	-1.3178191764256	0.07553530969848	0.321384585501992	-1.57156097272818	-2.46352529882269	-1.18750263379478	-5.21662261538749	-4.16651063869816	-1.78993895815238	-2.362158427517	-1.09222919506469	-0.37783484701713	0.0117067990221624	0.709831134544386	-0.0838013033501229	-0.0562674359995533	0.261310693100752	0.00826506560334102	0.175658463700547	-0.209815679207411	0.549477645712952	0.0887546948753151	-0.0854439488454682	0.650774117925979	0.0746748763437739	-0.682584697010921	-0.654112175091583	-0.170548629747225	0.111751731810164	1.22397917458781	0.425809906277585	0.235263028817401
CTTN	-0.0359446973552696	0.859721696663238	1.23999295374624	1.34296650956674	0.455728588985108	0.471336530464817	1.54251131207674	-0.00892917327657786	-0.19931460289689	-0.0676139230132699	0.778064499567851	0.949446543415002	-0.560045864481884	-0.094712714118231	-0.116695209053495	-0.485022273812668	-0.577467176755917	-0.23820955605676	1.5328153294622	0.895572777418351	-0.750625583830159	-0.754307836769653	-0.414828170667109	-1.37484147220866	-0.462863992933057	-0.473984766885997	-0.554392958587336	-0.492701344013119	-0.310873914314994	0.0445005019133003	0.55301223134382	-0.62186700554141	-0.67271540291692	-0.108350002642885	-0.210842460089373	-0.69807483836202	0.668688634616382	0.452638457121312	0.251446817869523	-0.0966093519388237	-0.276956478947705	-0.0418196486532037	-1.11636211888316	0.951592982314405	-0.047999912380795	-0.610662964562199	0.0861062593728461	-0.892410825784251	-0.42603221164632	-0.990147810841544	-0.420148008456578	-0.962086822988574	-0.758609966460266	-0.821050984270913	-0.55026661484107	-0.939271657790611	-0.811243978954676	-0.232843458808253	-1.01503539980445	0.303174144966771	-0.583360631837467	-0.328443256857951	2.48204092515589	-0.595240060918645	0.243342160645915	2.41022774094397	3.23866063719541	2.36598519431921	3.81390626223538	3.24219485986598	-0.518384595671491	-0.654674213891766	-0.73169621319146	-0.755436567570201	-0.751411994633821	0.559007457235256	-0.314787464549681	1.07291303958971	-0.0295608920079069	-0.783932394338136	-0.493497006708586	1.84329031474738	-0.0692977673222838	1.87597724850423	0.498083749681083	0.0698969449256319	-0.356106413363187	-0.994496199991197	-1.0019994842473	-0.841599435975973	-1.09597094933883	-0.113012956114002	-1.08722791158049	0.862885843661496	-0.564468268765998	-0.621117602304981	-0.0188657050781241	0.794708652930031	0.135696399462499	-1.14423806889997	-0.954259722519201	-1.05808445238601	-0.671984503464106	2.32690520332319	-1.12925000417138	0.145836472883816	-0.376146011018819	0.141275290222585	0.4692918623753	-0.593297163639013	-0.298929721991161	1.04434319768731	-0.725645475949177	-0.9696178629201	-0.380827468273551	-0.206558834182375	0.530252577496703	-0.437828373701229
KIF5C	0.489813038735807	-0.787763318225208	0.305354269516909	0.0426672506764784	2.01192936042571	-0.159186568230587	0.655049519448326	2.49670175577412	2.226072514778	2.1668356751118	2.52697982861018	2.92738920140949	-0.0670528333065678	-0.4971531877693	2.46787491954458	0.0460974462918928	-0.41813995107424	0.85675821469474	1.18993575343193	2.63641626180195	-0.466175882750098	0.394809813248893	-0.0785307955581463	0.930144611274515	0.979005109204078	-0.166284434542483	-0.00468923840632641	1.55287683566287	-0.445680463947998	-0.521613121119215	-0.863478289905447	-0.197057247130766	-1.00185370033726	0.447159875564138	-1.04820751685556	-0.303947419731096	-0.586443818250543	1.17135992486846	-0.604722802962683	-0.786107589187768	-0.534806181178501	-0.846274539588138	-0.773607164781595	-0.337569933292184	-0.488208293049105	-0.654176988594914	0.0590992069803184	0.0436897128310729	0.404790363183743	0.573800059073218	0.802416000310544	0.801960839738499	-0.991332234939981	-0.14419265547321	0.246664941843178	1.36570689260179	1.13910948955353	1.72904376663451	-0.909522069512352	0.629487965583461	0.615127319708929	-0.965961980445975	0.902181920478859	0.0146188049904379	-0.989379662051206	-0.515715823272714	-0.172768823561621	-0.819914805589686	-0.859124580085883	0.476250572994862	-0.965731101894937	-0.947498292893005	1.25625066981993	0.112016570878112	1.81764176146264	0.780865136703701	1.44786007759096	1.30552015261133	0.835418440048846	-1.03891300604379	-1.0409843164731	-0.208772684463411	0.360296768133803	-0.504613863232826	-0.857482044108502	0.137268087831584	-0.439215864518948	-0.692806268448502	-0.347055743474811	-0.95460935226496	-1.06641393973737	-0.79530315204909	-0.820178666790872	-0.216319114817322	-0.48072782799549	-0.417724369682372	-0.796253052373358	0.333917244545262	1.09584944561914	-1.05265357809554	-0.859797426148906	-0.51820271509389	-1.00867451238791	-0.91565684243992	-0.917022324156056	-0.649625382874461	-0.936356753672939	-0.892127019824185	-1.05246887525471	-1.20415608328634	-0.755948253892241	-0.526448377630943	-0.411820475305842	-0.789966559255109	-0.959325871236154	-1.22196011783635	-0.672614290027765	-0.866011357436829
DNALI1	-0.24484780375841	-1.06483429289956	-0.250984225899881	0.861605752245504	0.729446100617115	0.720817347021262	1.24198839982112	1.37472393106586	1.20124255680175	0.831593927648986	1.40790781387705	1.87744795484351	1.57174084440488	1.87605073872515	-1.02781750641232	-0.958844121542184	1.06929059946123	0.417073891667895	0.644810678312057	0.482591998839909	0.640911690089861	0.882913298050581	-0.00420564931826282	0.674510961476777	0.15769204807264	-0.0766437525359656	0.506080334667571	0.467826823102585	-0.106126900763372	-0.239277820583845	-1.2378530753407	0.49296727258372	0.486953578885078	1.27885413591719	1.15787221323573	1.13110797204946	-0.17179605832656	1.20574574658865	0.448567898227814	-1.09398701839627	0.964178408502554	0.282639043522438	-0.753349504998493	-1.18347493451782	-0.858820440636207	-0.681241824511484	-0.959844830383716	-0.28092996595026	0.958353527792881	0.437730032661032	-1.21447802730642	-0.585910146381369	-1.07484138131488	-0.296658087931323	0.833765277022122	0.2235311373259	0.525292056295099	-0.107826217664087	-0.442270665023706	1.27500235094223	1.11293472186126	1.41730126007822	1.06891297348329	1.73669731221706	-0.815308487328453	-0.572551627411859	0.471593642232503	0.117550406617971	0.731485280897973	1.9467045591971	-1.01089986260076	0.850031516021745	0.144371291700924	1.12745444071293	0.599514442258553	1.14629797701197	-0.884876633113837	2.36218754142193	2.53590493192225	0.178140494777911	0.739358782537953	0.858367609484697	0.768549270632458	-0.102473369426834	0.135912469795142	-0.424616650555166	-1.32405564545419	-0.780396965668207	-1.29138155771322	-0.752395999404202	-0.958419292317006	-0.911027232085952	-1.01149462351601	-1.22755332679248	-1.02605210496546	-1.31668249823498	0.352877475418661	-1.3422100143435	-1.03345357413302	-0.88515985259729	-1.19114074186993	-1.13523321583641	-1.04194071798715	-1.38114325266877	-0.909063577000681	-0.757040798932824	-1.1927928555234	-0.84007131083165	-0.391857596969159	-1.01953805684606	-1.11229243767675	-1.06344651743064	-0.961053233513114	-1.35315172705422	-1.3043435694059	-1.21613014095989	-1.23642753727399	-1.04843588480766
MAPT	-0.0810906924286427	1.05146477751169	1.53576234269845	0.503300620943874	1.45037500759284	0.578459111775212	-0.198374581686436	0.633311779083157	1.28567493838742	1.26686327075658	-1.17742390443605	0.791804977744758	1.26759810152341	1.47433049059149	0.573599430970578	1.15423820856048	0.572413904000094	0.939358995724154	1.39158854624647	0.802886225708549	1.12505073050201	0.976943140011602	0.983732976297109	-0.385883797894251	-0.171504269979364	0.98748061320794	0.98976348745689	0.716808149682122	1.30115537320863	-0.491023384012239	-0.0711508815893267	-0.54071753933704	0.811086937066368	1.18172087923991	0.351362112722394	1.45738039423662	1.06966898504195	1.12165581235926	-0.986260129881201	-0.0660560549393074	1.24903137748151	-0.867903387703837	0.914521715805312	0.56673611160839	0.276972744760338	-1.19876338990478	-0.930378699499695	0.390484502748405	1.22806420626797	1.01584997967934	1.13999228942755	0.894720476075141	0.823824003691416	1.0142382508641	0.952355702553482	-0.731842122917656	0.548664173616159	-0.149802267998995	-0.697089526518392	0.310672083727146	1.05534958283233	1.04911821792961	0.300051329710568	-0.130520308677384	-0.20193606146967	-0.659907089716811	-0.121687642860092	0.27842770967866	1.60900047579247	0.837197923647716	-0.747278467892858	0.423453909820162	1.50205810485986	0.602488077850542	-0.0547102678994574	0.936816481270924	0.305004089078999	0.524409859439	-0.561865968806397	-0.133312665591337	0.19628832656244	-0.559445926147638	-1.22581985873945	0.00944535691655108	-1.27531316032132	-0.08291307273038	-1.31552799875402	-1.2785170224647	-0.788389799861088	-1.63054504962211	-0.942562193613731	-1.54846935183902	-1.39109799481478	0.462243176565211	-1.30805721929125	-1.34736086757308	-0.0337284000705814	-1.47386933239047	-1.4274133313115	-0.71331948872177	-1.50676035751377	0.143640151554984	-0.801362012331522	-1.18904402829552	-1.10782073420194	-1.31550350439512	-1.64005375974489	-1.36176844947472	-1.37503459425188	-1.56284754050999	-1.66807530632	-0.621108025228205	-1.4959975362156	-1.5774706727699	-1.17807055551086	-0.901935849951608	-1.37383926953784	-1.5324353445068
KRT18	0.774707037581643	-0.371199208757721	-0.215949232559107	1.62312204512574	0.452147912721283	1.12423313078476	1.72320368115836	0.927393252705416	0.152472729306713	0.233848404904395	0.644335039220361	0.794742355610943	-0.49796295079145	0.149624105890225	1.1913656893	0.441987822535808	0.454521765568356	0.0626461375734491	0.877162526461338	0.573404316149803	0.356054349471744	-0.0440822864309803	0.707384570838636	-0.109695579124093	0.715075854063153	0.894729037529683	0.43496121810847	0.0889484271190238	0.222548865352326	0.490034604160577	0.668643292374394	1.05235286657537	0.569226335138953	0.282654819440229	0.201943822639726	0.557357070903584	0.383211226042266	1.19288495512213	0.641866232259404	0.479494697519571	0.212103912825201	-0.532621202358725	0.286642892223312	0.758849700563191	0.968793246358379	0.176970890688513	-1.12836331286031	-0.863061518671367	-0.30473132903966	-0.0308836646012499	0.0842007214248776	0.442842409560754	0.404006176982631	-0.0484501756695957	0.672916227499126	-0.799252354142029	-0.0234772437183807	-0.344991873326027	-0.667835860528035	0.315508942843727	0.251319961858858	0.994051040651242	1.38545189807674	0.313324998224419	0.600276330378675	0.329941968153934	1.37187345979147	0.554128631031564	0.211629142255788	1.12689184597348	-0.749496398467366	-0.413928560005045	0.569796059822251	1.06583635074675	0.0529608179573895	1.63423167645005	1.47423399455729	0.734636401523039	0.605498806642237	0.727989613551234	0.605213944300589	0.332980499798188	1.05520148999186	1.39105419079583	0.931381325488499	0.00500899044650174	-2.79641273603059	0.335734169100794	-0.680749620016115	-2.12660641670031	-3.04358778987928	-2.92673725733493	-0.771145936432678	0.119238789447683	-2.09834807240874	-1.23119861819554	-0.0887107199559626	0.957113890350777	0.0409965996081378	-1.65023112276097	-1.36384951529001	-0.624251922255764	-0.827358771851381	-0.923072518645387	-1.28845594886695	-1.73977285215259	-0.827453725965263	-0.87151243480695	-1.86230164070714	-1.25835549476606	-0.832581248114942	-1.85390769703988	-1.69134625407228	-1.42908299152759	-0.602317521948805	-0.761650525044384	-0.848723447475042	-2.07541665390601
